,text,label
37," **Pretrained Vision-Language Models for Cross Modal Matching.** Owing to the success of Transformer ([1]) architecture equipped with pretrain-finetuning () learning method, pretrained VLMs have made a remarkable performance in cross-modal matching or reasoning tasks (), especially image-text retrieval. Early pretrained VLMs utilize BERT ([4])-like single encoder architecture to encode and fuse the image-text information, then perform image-text reasoning such as ViLBERT ([3]), VisualBERT ([5]), and Oscar (). In addition, dual-encoder architecture such as CLIP ([2]), and ALBERT ([6]), performs better than single-encoder architecture on image-text matching tasks and is widely used in industry because of its efficiency.

**Divide-and-Conquer for Question Answering.** The divide-and-conquer algorithm ()aims to divide the complex problem into multiple simple problems and then combine the subproblem results to achieve the final solution. This idea has been used in complex question-answering tasks in the natural language processing area. [9] proposed to utilize the decomposition of complex questions for semantic parsing. [8] adopt the question decomposition and rescoring method to perform multi-hop reading comprehension, which makes the reasoning path interpretable and robust. [7] utilized the QDMR structures of complex questions to conduct the decompose-synthesize text-to-SQL transformation. Previous pipeline approaches may lead to error cascades in the upper inference process due to the incompleteness or error of decomposed text. 

**Dual-Process Theory.** The dual-process theory shows that human brains have two different thinking Systems. System 1 performs analogical reasoning, and System 2 performs conscious logical reasoning. Combining this theory with practical tasks, some researchers designed various approaches. [13] believed that combining vector space models with external knowledge graphs could be regarded as thinking 'fast' in vector space along with thinking'slow' and 'deeply' by reasoning over the knowledge graph. [10] also proposed to use a deep learning network with a tree search engine as System 1 and System 2, respectively, for sequential decision-making problems. [12];  advocated the design of a conscious network to achieve the leap from System 1 to System 2. [11] designed a neural-symbolic system for natural language understanding tasks, which combines the explicit symbolic calculation-based System 2 and fast deep learning network-based System 1. For complex multi-modal reasoning problem, e.g., image retrieval from linguistically complex text, humans usually combine System 1 and System 2 to obtain the final solution. However, current methods relying mainly on deep learning networks resemble System 1 and lack the logical reasoning capability, thus suffering from image-text reasoning with the complex description. ",0
38," Vision-Language Models (VLMs).Foundation models (e.g., GPT-3 [1], PaLM [2], and Florence [3]) trained on massive data show a surprising ability on many applications. In computer vision, milestone works, i.e., CLIP [4] and ALIGN [5], which learn the aligned embedding space of text and images via contrastive learning, demonstrate surprising transferability on downstream tasks. They inspire many researchers to explore better vision-language pre-training [6][7][8][9][10][3]. To this day, CLIP, trained on 400 million image-text pairs, is still one of the best VLM released publicly. VLMs also show great potential to address various visual tasks with the language prior, including detection [11][12][13], segmentation [14][15][16], and recognition [17][18][19].

Prompt Learning.Prompt learning is initially proposed for adapting the large pre-trained language models in natural language processing (NLP) [1][20]. Since various NLP tasks can be unified as the ""_text-to-text_"" problem [21], the specialized prompt is applied to guide the language model to answer the corresponding question [1][22][23]. However, manual crafting of prompts is difficult and often sub-optimal. Recently, automatic prompt generation [24][25][26][27][28] has emerged as a promising way to adapt language models effectively.

In computer vision, the pioneering work, Context Optimization (CoOp) , employs prompt learning to generate an appropriate prompt closer to the task context for improving the recognition of VLMs. Due to its simplicity and effectiveness, many works extend CoOp and apply prompt learning to board vision tasks [29][30][17][31][32][33][34]. Despite various progressions of existing works, adapting VLMs to multi-task learning with prompting is still an under-explored problem. In addition, although Conditional CoOp [33] also discusses the poor generalization of the task-individual prompt on _unseen classes_, it does not obtain better _in-distribution_ generalization, even worse than CoOp. Our HiPro demonstrates that training prompts with data from multiple tasks can effectively improve the in-distribution generalization of prompt learning. The most related work [35] is leveraging prompt learning for multiple perception tasks in autonomous driving scenarios. However, it has many specialized designing for autonomous driving, which is difficult to extend to other multi-task learning settings.

Multi-Task Learning.Multi-task learning (MTL) aims to improve the average performance of multiple target tasks from training together. Common methods design strategies or structures to share information across tasks, including hard sharing [36], soft sharing [37][38][39], and learnable sharing [40][41][42][43]. However, training different tasks on a shared model raises the difficulty of optimization and could lead to a negative transfer. Several works attempt to identify the suitable combination of tasks that can benefit from training together, also referred to as _task grouping_[44][45][46]. Other popular methods [47][48][49][50][51] aim to improve the optimization dynamics of MTL, e.g., modifying the gradient direction for mitigating conflict [51]. Despite significant progress, the exploration of MTL based on the modern large-scale VLM is still limited, which is an important step for developing the in-the-wild vision system. In addition, our method, guiding the frozen VLM to address various tasks with the lightweight prompt, is an efficient multi-task learner. We also compare HiPro with advanced MTL methods based on their variants of prompt learning. HiPro demonstrates clear improvements compared with MTL baselines.

",1
39," Vision-Language Models (VLMs).Foundation models (e.g., GPT-3 [1], PaLM [2], and Florence [3]) trained on massive data show a surprising ability on many applications. In computer vision, milestone works, i.e., CLIP [4] and ALIGN [5], which learn the aligned embedding space of text and images via contrastive learning, demonstrate surprising transferability on downstream tasks. They inspire many researchers to explore better vision-language pre-training [6][7][8][9][10][3]. To this day, CLIP, trained on 400 million image-text pairs, is still one of the best VLM released publicly. VLMs also show great potential to address various visual tasks with the language prior, including detection [11][12][13], segmentation [14][15][16], and recognition [17][18][19].

Prompt Learning.Prompt learning is initially proposed for adapting the large pre-trained language models in natural language processing (NLP) [1][20]. Since various NLP tasks can be unified as the ""_text-to-text_"" problem [21], the specialized prompt is applied to guide the language model to answer the corresponding question [1][22][23]. However, manual crafting of prompts is difficult and often sub-optimal. Recently, automatic prompt generation [24][25][26][27][28] has emerged as a promising way to adapt language models effectively.

In computer vision, the pioneering work, Context Optimization (CoOp) , employs prompt learning to generate an appropriate prompt closer to the task context for improving the recognition of VLMs. Due to its simplicity and effectiveness, many works extend CoOp and apply prompt learning to board vision tasks [29][30][17][31][32][33][34]. Despite various progressions of existing works, adapting VLMs to multi-task learning with prompting is still an under-explored problem. In addition, although Conditional CoOp [33] also discusses the poor generalization of the task-individual prompt on _unseen classes_, it does not obtain better _in-distribution_ generalization, even worse than CoOp. The most related work [35] is leveraging prompt learning for multiple perception tasks in autonomous driving scenarios. However, it has many specialized designing for autonomous driving, which is difficult to extend to other multi-task learning settings.

Multi-Task Learning.Multi-task learning (MTL) aims to improve the average performance of multiple target tasks from training together. Common methods design strategies or structures to share information across tasks, including hard sharing [36], soft sharing [37][38][39], and learnable sharing [40][41][42][43]. However, training different tasks on a shared model raises the difficulty of optimization and could lead to a negative transfer. Several works attempt to identify the suitable combination of tasks that can benefit from training together, also referred to as _task grouping_[44][45][46]. Other popular methods [47][48][49][50][51] aim to improve the optimization dynamics of MTL, e.g., modifying the gradient direction for mitigating conflict [51]. Despite significant progress, the exploration of MTL based on the modern large-scale VLM is still limited, which is an important step for developing the in-the-wild vision system. 

",0
40," Multiple Instance Learning (MIL)  has been widely used in WSI analysis with its unique learning paradigm in recent years [1][2][3]. MIL is a weakly supervised learning framework that utilizes coarse-grained bag labels for training instead of fine-grained instance annotations. Previous algorithms can be broadly categorized into two groups: instance-level [4][5][3] and embedding-level [6][7][8][9]. The former obtain instance labels and aggregate them to obtain the bag label, whereas the latter aggregate all instance features into a high-level bag embedding for bag prediction. Most embedding-level methods share the basic idea of AB-MIL [10], which employs learnable weights to aggregate salient instance features into bag embedding. Furthermore, some MIL frameworks [1][3][9] mine more salient instances making classification easier and facilitating classification. For example, Lu _et al_. selected the most salient instances based on their attention scores (e.g., maximum and minimum scores) to compute instance-level loss and improve performance . Zhang _et al_. proposed a class activation map (CAM) based on the AB-MIL paradigm to better mine salient instances and used AB-MIL to aggregate them into bag embedding [9]. In addition, feature clustering methods [7][11] computed cluster centroids of all feature embeddings and used representative embeddings for the final prediction. However, all these methods focused excessively on salient instances in training, which are easy instances with high confidence scores and can be easily classified. As a result, they overlook the importance of hard instances for training. In this paper, we intend to mine hard instances for improving WSI classification performance.

Hard sample mining is a popular technique to speed up convergence and enhance the discriminative power of the model in many deep learning areas, such as face recognition [12], object detection [13][14], person re-identification [15][16][17][18], and deep metric learning [19][20]. The main idea behind this technique is to select the samples which are hard to classify correctly (i.e., hard negatives and hard positives) for alleviating the imbalance between positive and negative samples and facilitating model training. There are generally three groups of approachesfor evaluating sample difficulty: loss-based [21], similarity-based [22], and learnable weight-based [23]. Typically, these strategies require complete sample supervision information. Drawing on the ideas of the above works, we propose a hard instance mining approach in MIL, mining hard examples at the instance level. In this, there are no complete instance labels, only the bag label is available. Similar to our approach, Li _et al_. utilized attention scores to identify salient instances from false negative bags to serve as hard negative instances and used them to compose the hard bags for improving classification performance . A key difference is that we indirectly mine hard instances by masking out the most salient instances rather than directly locating hard negative instances.

",1
41," Multiple Instance Learning (MIL)  has been widely used in WSI analysis with its unique learning paradigm in recent years [1][2][3]. MIL is a weakly supervised learning framework that utilizes coarse-grained bag labels for training instead of fine-grained instance annotations. Previous algorithms can be broadly categorized into two groups: instance-level [4][5][3] and embedding-level [6][7][8][9]. The former obtain instance labels and aggregate them to obtain the bag label, whereas the latter aggregate all instance features into a high-level bag embedding for bag prediction. Most embedding-level methods share the basic idea of AB-MIL [10], which employs learnable weights to aggregate salient instance features into bag embedding. Furthermore, some MIL frameworks [1][3][9] mine more salient instances making classification easier and facilitating classification. For example, Lu _et al_. selected the most salient instances based on their attention scores (e.g., maximum and minimum scores) to compute instance-level loss and improve performance . Zhang _et al_. proposed a class activation map (CAM) based on the AB-MIL paradigm to better mine salient instances and used AB-MIL to aggregate them into bag embedding [9]. In addition, feature clustering methods [7][11] computed cluster centroids of all feature embeddings and used representative embeddings for the final prediction. However, all these methods focused excessively on salient instances in training, which are easy instances with high confidence scores and can be easily classified. As a result, they overlook the importance of hard instances for training. 

Hard sample mining is a popular technique to speed up convergence and enhance the discriminative power of the model in many deep learning areas, such as face recognition [12], object detection [13][14], person re-identification [15][16][17][18], and deep metric learning [19][20]. The main idea behind this technique is to select the samples which are hard to classify correctly (i.e., hard negatives and hard positives) for alleviating the imbalance between positive and negative samples and facilitating model training. There are generally three groups of approachesfor evaluating sample difficulty: loss-based [21], similarity-based [22], and learnable weight-based [23]. Typically, these strategies require complete sample supervision information. 

",0
42," Methods that use part-of-speech , entropy , latent semantic analysis  and temporal semantic indexing  have been proposed for detecting changes in word meanings. In SemEval-2020 Task 1  two subtasks were proposed for detecting lexical semantic change: a binary classification task (for a given set of target words, decide which words had their meaning altered, and which ones not) and a ranking task (rank a set of target words according to their degree of lexical semantic change between the two corpora). Giulianelli et al. giulianelli2020supervised showed that contextualised embeddings obtained from an MLM can be used to measure the change of word meaning. Rosin and Radinsky rosin2022supervised proposed a temporal attention mechanism by extending the self-attention mechanism in transformers, where time stamps of the documents are considered when computing the attention scores. Aida and Bollegala aida2023temporal proposed a method to predict semantic change of words by comparing the distributions of contextualised embeddings of the word between two given corpora, sampled at different points in time. Our goal in this paper extends beyond the detection of a subset of words with a change in lexical semantics, and to adapt MLMs over time.

DWEs [15, 14, 16] incorporate extralinguistic information such as time, demographic or social aspects of words with linguistic information. Welch et al. welch2020context learnt demographic word embeddings, covering attributes such as age, gender, location and religion. Zeng et al. zeng2017socialized learnt _socialised_ word embeddings considering both a social media user's personal characteristics of language use and that user's social relationships. However, Hofmann et al. hofmann2021supervised showed that temporal factors have a stronger impact than socio-cultural factors when determining the semantic variations of words. Consequently, in this paper we focus on the temporal adaptation of DCWEs.

Diachronic Language Models that capture the meanings of words at a particular point in time have been trained using historical corpora [14, 15]. These prior work learn independent word embedding models from different corpora. This is problematic because information related to a word is not shared across different models resulting in inefficient learning, especially when word occurrences within a single snapshot of a corpus are too sparse to learn accurate embeddings.

Rudolph and Blei rudolph2018supervised proposed a dynamic Bernoulli embedding method based on exponential family embeddings, where each word is represented by a one-hot vector with dimensionality set to the vocabulary size. This model is extended to the temporal case by considering different time-slices where only the word embedding vector is time-specific and the context vectors are shared across the corpus and over time-slices. Because the joint distribution over time and context is intractable, they maximise the pseudo log-likelihoodof the conditional distribution for learning the parameters of their DWE model. [1] proposed a domain adaptation method based on automatically learnt prompts. Given a test example, they generate a unique prompt and conditioned on it, then predict labels for test examples. Although their method uses prompts to adapt a model, they do _not_ consider temporal adaptation of MLMs, which is our focus. Moreover, we do not require any labelled examples in our proposal.

Amba [2] proposed a model updating method using vocabulary composition and data sampling to adapt language models to continuously evolving web content. However, their work is specific to one dataset and two classification tasks, and focuses on incremental training.  introduced a benchmark for ever-evolving language models, utilising the difference between consecutive snapshots of datasets, to track language models' ability to retain existing knowledge while incorporating new knowledge at each time point.  studied the lifelong language model pretraining problem, where the goal is to continually update pretrained language models using emerging data. [3] introduced a diagnostic dataset to investigate language models for factual knowledge that changes over time and proposed an approach to jointly model texts with their timestamps. They also demonstrated that models trained with temporal context can be adapted to new data without retraining from scratch. [4] proposed TempoBERT, where they insert a special time-related token to each sentence and fine-tune BERT using a customised time masking. TempoBERT reports superior results in  Task 1 semantic variation detection benchmark. As shown later in SS4.1, our proposed method outperforms TempoBERT.

[5] proposed DCWEs, which are computed in two stages. First, words are mapped to dynamic type-level representations considering temporal and social information. The type-level representation of a word is formed by combining a non-dynamic embedding of a word and a dynamic offset that is specific to the social and temporal aspects of the word. Second, these dynamic embeddings are converted to context-dependent token-level representations. To the best of our knowledge, this is the only word embedding method that produces both dynamic as well as contextualised representations, thus mostly relates to us. As shown in SS4, our proposed method outperforms their DCWEs on four datasets.

",1
43," Methods that use part-of-speech , entropy , latent semantic analysis  and temporal semantic indexing  have been proposed for detecting changes in word meanings. In SemEval-2020 Task 1  two subtasks were proposed for detecting lexical semantic change: a binary classification task (for a given set of target words, decide which words had their meaning altered, and which ones not) and a ranking task (rank a set of target words according to their degree of lexical semantic change between the two corpora). Giulianelli et al. giulianelli2020supervised showed that contextualised embeddings obtained from an MLM can be used to measure the change of word meaning. Rosin and Radinsky rosin2022supervised proposed a temporal attention mechanism by extending the self-attention mechanism in transformers, where time stamps of the documents are considered when computing the attention scores. Aida and Bollegala aida2023temporal proposed a method to predict semantic change of words by comparing the distributions of contextualised embeddings of the word between two given corpora, sampled at different points in time. 

DWEs [15, 14, 16] incorporate extralinguistic information such as time, demographic or social aspects of words with linguistic information. Welch et al. welch2020context learnt demographic word embeddings, covering attributes such as age, gender, location and religion. Zeng et al. zeng2017socialized learnt _socialised_ word embeddings considering both a social media user's personal characteristics of language use and that user's social relationships. However, Hofmann et al. hofmann2021supervised showed that temporal factors have a stronger impact than socio-cultural factors when determining the semantic variations of words. 

Diachronic Language Models that capture the meanings of words at a particular point in time have been trained using historical corpora [14, 15]. These prior work learn independent word embedding models from different corpora. This is problematic because information related to a word is not shared across different models resulting in inefficient learning, especially when word occurrences within a single snapshot of a corpus are too sparse to learn accurate embeddings.

Rudolph and Blei rudolph2018supervised proposed a dynamic Bernoulli embedding method based on exponential family embeddings, where each word is represented by a one-hot vector with dimensionality set to the vocabulary size. This model is extended to the temporal case by considering different time-slices where only the word embedding vector is time-specific and the context vectors are shared across the corpus and over time-slices. Because the joint distribution over time and context is intractable, they maximise the pseudo log-likelihoodof the conditional distribution for learning the parameters of their DWE model. [1] proposed a domain adaptation method based on automatically learnt prompts. Given a test example, they generate a unique prompt and conditioned on it, then predict labels for test examples. 

Amba [2] proposed a model updating method using vocabulary composition and data sampling to adapt language models to continuously evolving web content. However, their work is specific to one dataset and two classification tasks, and focuses on incremental training.  introduced a benchmark for ever-evolving language models, utilising the difference between consecutive snapshots of datasets, to track language models' ability to retain existing knowledge while incorporating new knowledge at each time point.  studied the lifelong language model pretraining problem, where the goal is to continually update pretrained language models using emerging data. [3] introduced a diagnostic dataset to investigate language models for factual knowledge that changes over time and proposed an approach to jointly model texts with their timestamps. They also demonstrated that models trained with temporal context can be adapted to new data without retraining from scratch. [4] proposed TempoBERT, where they insert a special time-related token to each sentence and fine-tune BERT using a customised time masking. TempoBERT reports superior results in  Task 1 semantic variation detection benchmark. 

[5] proposed DCWEs, which are computed in two stages. First, words are mapped to dynamic type-level representations considering temporal and social information. The type-level representation of a word is formed by combining a non-dynamic embedding of a word and a dynamic offset that is specific to the social and temporal aspects of the word. Second, these dynamic embeddings are converted to context-dependent token-level representations. 

",0
44," Some works [1][2] have studied the connection between current optimization approaches, such as SGD , Adam [3], AdamW [4] and others [5][6] and in-distribution generalization. Some literature shows that Adam is more vulnerable to sharp minima than SGD [7], which may result in worse generalization [8][9][10]. Some follow-ups [11][12][1][13] propose generalizable optimizers to address this problem. However, the generalization ability and convergence speed is often a trade-off [14][1][6][13][5]. Different optimizers may favor different tasks and network architectures(e.g., SGD is often chosen for ResNet [15] while AdamW [4] for ViTs [16]). Selecting the right optimizer is critical for performance and convergence while the understanding of its relationship to model generalization remains nascent [2]. [17] finds that fine-tuned SGD outperforms Adam on OOD tasks. Yet all the previous works do not consider the effect of optimizers in current DG benchmarks and evaluation protocols. In this paper, we discuss the selection of the default optimizer in DG benchmarks.

Domain generalization (DG) aims to improve the generalization ability to novel domains [18][19]. A common approach is to learn domain-invariant or causal features over multiple source domains [20][21][22][23][24][25][26][27][28][29][30] or aggregating domain-specific modules [31][32]. Some works propose to enlarge the input space by augmentation of training data [33][34][35][36][37][38]. Exploit regularization with meta-learning [20][39] and Invariant Risk Minimization (IRM) framework [40] are also proposed for DG. Recently, several works propose to ensemble model weights for better generalization [41][42][43][44][45][46][47] and achieve outstanding performance.

Recent works study the relationship between flatter minima lead and better generalization on in-distribution data [14][48][49][50]. [51] reviews the literature related to generalization and the sharpness of minima. It highlights the role of maximum Hessian eigenvalue in deciding the sharpness of minima [14][52]. Some simple strategies are proposed to optimize maximum Hessian eigenvalue, such as choosing a large learning rate [53][54][55] and smaller batch size [53][56]. Sharpness-Aware Minimization (SAM) [2] and its variants [48][57][58][59][60][61][62][63], which are representative training algorithm to seek zeroth-order flatness, show outstanding performance on in-distribution generalization. Most recently, several works discuss the relationship between generalization and gradient norm [64][65]. GAM[66] proposes to optimize first-order flatness for better generalization. [41][67] show that flatness minima also lead to superior OOD generalization. However, none of the previous works consider the optimization in DG nor provide theoretical assurance of their approach.

",1
45," Some works [1][2] have studied the connection between current optimization approaches, such as SGD , Adam [3], AdamW [4] and others [5][6] and in-distribution generalization. Some literature shows that Adam is more vulnerable to sharp minima than SGD [7], which may result in worse generalization [8][9][10]. Some follow-ups [11][12][1][13] propose generalizable optimizers to address this problem. However, the generalization ability and convergence speed is often a trade-off [14][1][6][13][5]. Different optimizers may favor different tasks and network architectures(e.g., SGD is often chosen for ResNet [15] while AdamW [4] for ViTs [16]). Selecting the right optimizer is critical for performance and convergence while the understanding of its relationship to model generalization remains nascent [2]. [17] finds that fine-tuned SGD outperforms Adam on OOD tasks. Yet all the previous works do not consider the effect of optimizers in current DG benchmarks and evaluation protocols. 

Domain generalization (DG) aims to improve the generalization ability to novel domains [18][19]. A common approach is to learn domain-invariant or causal features over multiple source domains [20][21][22][23][24][25][26][27][28][29][30] or aggregating domain-specific modules [31][32]. Some works propose to enlarge the input space by augmentation of training data [33][34][35][36][37][38]. Exploit regularization with meta-learning [20][39] and Invariant Risk Minimization (IRM) framework [40] are also proposed for DG. Recently, several works propose to ensemble model weights for better generalization [41][42][43][44][45][46][47] and achieve outstanding performance.

Recent works study the relationship between flatter minima lead and better generalization on in-distribution data [14][48][49][50]. [51] reviews the literature related to generalization and the sharpness of minima. It highlights the role of maximum Hessian eigenvalue in deciding the sharpness of minima [14][52]. Some simple strategies are proposed to optimize maximum Hessian eigenvalue, such as choosing a large learning rate [53][54][55] and smaller batch size [53][56]. Sharpness-Aware Minimization (SAM) [2] and its variants [48][57][58][59][60][61][62][63], which are representative training algorithm to seek zeroth-order flatness, show outstanding performance on in-distribution generalization. Most recently, several works discuss the relationship between generalization and gradient norm [64][65]. GAM[66] proposes to optimize first-order flatness for better generalization. [41][67] show that flatness minima also lead to superior OOD generalization. However, none of the previous works consider the optimization in DG nor provide theoretical assurance of their approach.

",0
46," **Deep learning based SR methods**. [1][2][3][4] have achieved impressive performances, in multi-scale scenarios one has to train and store several models for each scale factor, which is unfeasible when considering time and memory budgets. In recent years, several methods [5][6][7] are proposed to achieve arbitrary-scale SR with a single model, but their performances are limited when dealing with out-of-distribution scaling factors. Inspired by INF, LIIF [8] takes continuous coordinates and latent variables as inputs, and employs an MLP to achieve outstanding performances for both in-distribution and out-of-distribution factors. In contrast, LTE [9] transforms input coordinates into the Fourier domain and uses the dominant frequencies extracted from latent variables to address the spectral bias problem [10][11]. In a nutshell, treating images as RGB-valued functions and sharing the implicit function space are the keys to the success of LIIF-like works [8][9]. Nevertheless, a purely local decoder, like MLP, is not able to accurately approximate arbitrary images, although it is rather sensitive to the input coordinates.

**Neural Operators**. Recently, a novel neural network architecture, Neural Operator (NO), was proposed for discretization invariant solutions of PDEs via infinite-dimensional operator learning [12][13][14]. Neural operators only need to be trained once and are capable of transferring solutions between differently discretized meshes while keeping a fixed approximation error. A valuable merit of NO is that it does not require knowledge of the underlying PDE, which allows us to introduce it by the following abstract form,where \(u:D\rightarrow\mathbb{R}^{d_{a}}\) is the solution function residing in the Banach space \(\mathcal{U}\), and \(\mathbf{L}:\mathcal{A}\rightarrow\mathbf{L}(\mathcal{U};\mathcal{U}^{*})\) is an operator-valued functional that maps the coefficient function \(a\in\mathcal{A}\) of the PDE to \(f\in\mathcal{U}^{*}\), the dual space of \(\mathcal{U}\). As in many cases the inverse operator of \(\mathbf{L}\) even does not exist, NO seeks a feasible operator \(\mathcal{G}:\mathcal{A}\rightarrow\mathcal{U},a\mapsto u\), directly mapping the coefficient to the solution within an acceptable tolerance.

The operator \(\mathcal{G}\) is numerically approximated by training a neural network \(\mathcal{G}_{\theta}:\mathcal{A}\rightarrow\mathcal{U}\), where \(\theta\) are the trainable parameters. Suppose we have \(N\) pairs of observations \(\{a_{j},u_{j}\}_{j=1}^{N}\) where the input functions \(a_{j}\) are sampled from probability measure \(\mu\) compactly supported on \(\mathcal{A}\), and \(u_{j}=\mathcal{G}(a_{j})\) are used as the supervisory output functions. The infinitely dimensional operator learning problem \(\mathcal{G}\leftarrow\mathcal{G}_{\theta}\) thus is associated with the empirical-risk minimization problem . In practice, we actually measure the approximation loss using the sampled observationsand \(a_{o}^{(j)}\), which are the direct results of discretization:

\[\min_{\theta}\mathbb{E}_{a\sim\mu}\|\mathcal{G}(a)-\mathcal{G}_{ \theta}(a)\|_{\mathcal{U}} \tag{2}\] \[\approx\min_{\theta}\frac{1}{N}\sum_{j=1}^{N}\|u_{o}^{(j)}- \mathcal{G}_{\theta}(a_{o}^{(j)}\|_{\mathcal{U}}.\]

Similar to classical feedforward neural networks (FFNs), the NO is of an iterative architecture. For ease of exposition, suppose \(\mathcal{A}\) is defined on the bounded domain \(D\subset\mathbb{R}^{d}\), and the inputs and outputs of the intermediate layers are all vector-valued functions, with dimension \(d_{z}\). Then \(\mathcal{G}_{\theta}:\mathcal{A}\rightarrow\mathcal{U}\) can be formulated as follows:

\[z_{0}(x) =\mathcal{L}(x,a(x)), \tag{3}\] \[z_{t+1}(x) =\sigma(W_{t}z_{t}(x)+(\mathcal{K}_{t}(z_{t};\Phi))(x)),\] (4) \[u(x) =\mathcal{P}(z_{T}(x)), \tag{5}\]where \(\mathcal{L}:\mathbb{R}^{d_{a}+d}\rightarrow\mathbb{R}^{d_{z}}\), and \(\mathcal{P}:\mathbb{R}^{d_{z}}\rightarrow\mathbb{R}^{d_{u}}\) are the local lifting and projection functions respectively, mapping the input \(a\) to its first layer hidden representation \(z_{0}\) and the last layer hidden representation \(z_{T}\) back to the output function \(u\). \(W:\mathbb{R}^{d_{z}}\rightarrow\mathbb{R}^{d_{z}}\) is a point-wise linear transformation, and \(\sigma:\mathbb{R}^{d_{z}}\rightarrow\mathbb{R}^{d_{z}}\) is the nonlinear activation function.

Although the PDE in (1) point-wisely defines the behavior of the solution function \(u(x)\), the solution operator \(\mathcal{G}\) we are seeking should exhibit the non-local property such that \(\mathcal{G}(a)\) can approximate \(u\) everywhere rather than locally. For this purpose, NO may employ the kernel integral operators \(\mathcal{K}_{t}:\{z_{t}:D_{t}\rightarrow\mathbb{R}^{d_{z}}\}\mapsto\{z_{t+1}:D_ {t+1}\rightarrow\mathbb{R}^{d_{z}}\}\) to maintain the continuum in the spatial domain, and one of the most adopted forms [13] is defined as

\[(\mathcal{K}_{t}(z_{t};\Phi))(x)=\int_{D}K_{t}(x,y;\Phi)z_{t}(y)\mathrm{d}y, \quad\forall x\in D, \tag{6}\]where the kernel matrix \(K_{t}:\mathbb{R}^{d+d}\rightarrow\mathbb{R}^{d_{z}\times d_{z}}\) is parameterized by \(\Phi\).

",1
